"","age","sex","marital_status","race","edu","wage"
"181251",35,1,0,1,16,9.54716968769421
"310269",47,1,0,1,16,10.126831083853
"583670",30,1,0,1,12,9.21084024701783
"294423",51,1,0,1,9,9.72883650204639
"386523",34,1,0,1,19,9.68065645240396
"289062",35,1,0,1,14,10.086017420965
"497737",41,2,0,1,12,9.39307850865535
"160342",44,2,0,1,12,9.47308917788275
"123937",35,1,0,1,12,6.24416690066374
"277666",48,2,0,2,16,9.51819265121735
"335978",50,1,0,1,20,7.90285719128058
"122634",44,1,0,2,11,8.77105991537329
"186849",31,1,0,1,12,7.49831587076698
"598750",33,2,0,1,13,9.34530823238667
"67805",37,1,0,1,12,7.35564110297425
"501643",46,1,0,1,9,9.39307850865535
"341691",53,2,0,1,16,9.78216701729957
"358514",59,1,0,1,12,5.32300997913841
"355475",55,2,0,1,12,8.43272403478979
"409607",37,2,0,2,12,8.78032639094661
"266944",45,1,0,2,6,8.98782162543081
"590022",39,1,0,1,16,10.3243337626826
"117316",37,1,0,1,16,9.56836440548421
"498299",30,1,0,1,12,9.89368971005602
"389015",33,1,0,1,14,9.79840477608298
"61151",30,2,0,2,15,8.70034773451408
"584049",30,1,0,1,18,9.48227408745982
"494353",43,2,0,2,18,9.87173885422155
"297811",35,2,0,1,12,9.19064773863045
"318028",31,2,0,1,12,9.20683423264689
"338579",49,2,0,2,12,9.04487593224865
"106145",37,1,0,1,12,6.14203740558736
"293950",45,1,0,1,9,9.60945200611217
"67808",38,1,0,1,12,9.47308917788275
"382908",31,1,0,1,17,9.92842403782616
"540041",31,1,0,1,17,9.70473168927875
"366286",36,1,0,2,10,8.45212119467252
"104297",31,1,0,1,11,7.60339933974067
"298067",38,1,0,1,12,10.1858429634822
"59150",49,1,0,1,16,9.61613875787447
"177271",36,1,0,2,12,9.68065645240396
"484998",32,1,0,2,12,8.15622332319462
"245056",31,2,0,2,12,9.19877373560472
"310668",54,2,0,1,2,7.54697411751653
"526856",36,2,0,1,16,8.85437945877111
"548396",31,1,0,1,12,9.30610499396056
"9528",36,2,0,1,15,9.39307850865535
"302231",33,1,0,1,12,9.47308917788275
"262801",34,1,0,1,20,10.126831083853
"404651",43,2,0,2,12,9.47308917788275
"121327",31,2,0,2,12,5.72031177660741
"83337",35,1,0,1,4,8.93656120469339
"270647",36,1,0,2,3,8.0471895621705
"361710",50,2,0,1,12,8.98782162543081
"198109",54,2,0,1,11,8.41294317004244
"354454",44,2,0,1,17,9.85245738142335
"485204",59,2,0,1,9,8.69868106746161
"61016",38,2,0,2,12,7.44716835960004
"150395",55,1,0,1,12,8.61341204915678
"375880",39,1,0,1,9,8.6152269316876
"60826",52,1,0,2,17,9.86500656571785
"409864",52,1,0,2,14,9.39307850865535
"592461",30,2,0,1,13,8.95609307561064
"475150",30,2,0,1,12,9.44026090756942
"152713",32,2,0,1,16,9.51081526622672
"485414",60,1,0,1,12,10.086017420965
"36095",31,2,0,2,12,8.70034773451408
"311706",49,1,0,1,20,8.45212119467252
"324539",30,2,0,1,16,8.85437945877111
"295944",53,2,0,1,12,9.04840950482996
"384694",40,1,0,2,19,9.68065645240396
"81926",40,2,0,1,11,8.30028018985266
"70572",30,1,0,1,12,9.7412626974413
"493537",40,2,0,1,13,8.00803284696931
"47467",30,1,0,1,15,9.08986621850831
"518355",33,2,0,2,18,9.64891783153455
"111765",34,1,0,1,11,8.92332474406756
"30900",42,1,0,1,18,9.39307850865535
"425018",30,2,0,1,16,10.0434668625896
"47505",40,2,0,1,12,9.84665261578359
"103422",60,2,0,1,12,9.41450495669259
"322990",32,1,0,1,12,7.49831587076698
"258965",55,2,0,1,13,8.90585118120802
"222703",42,1,0,2,12,9.5822486965555
"7186",34,2,0,1,18,9.08307502093031
"157140",34,2,0,1,12,9.29880901996379
"587886",35,1,0,1,16,10.4262911530615
"47786",47,1,0,1,16,9.66681540099209
"538730",30,1,0,1,11,9.68065645240396
"214672",32,2,0,1,12,9.55852941226462
"119952",51,2,0,1,13,9.52551600873689
"403650",59,2,0,1,12,9.06820060481506
"501334",30,1,0,1,18,10.5188083176316
"35594",37,1,0,1,20,10.3223623475542
"449662",36,1,0,1,20,10.554118595993
"7592",31,1,0,1,12,9.10775378320108
"115146",57,2,0,1,10,9.61613875787447
"518626",32,1,0,1,9,6.40522845803084
"201086",30,1,0,1,15,9.39307850865535
"107543",36,1,0,1,10,9.04840950482996
"487669",32,1,0,1,12,9.39307850865535
"514528",37,2,0,1,17,9.7412626974413
"404172",34,2,0,1,16,9.95060965960486
"502089",31,1,0,1,12,9.39307850865535
"135362",50,2,0,2,10,7.00760061395185
"562662",54,1,0,2,5,9.36777137992501
"70917",42,1,0,1,9,9.62937960011146
"306207",33,1,0,1,19,9.36091323045556
"25821",37,2,0,1,19,10.0434668625896
"47570",55,1,0,1,13,9.19877373560472
"542125",43,2,0,2,12,9.50263678197871
"473565",45,2,0,1,12,5.32300997913841
"553426",43,2,0,1,20,9.61613875787447
"419290",30,2,0,1,18,9.21084024701783
"51124",59,2,0,1,12,9.68065645240396
"198188",32,2,0,1,14,8.19284713459287
"255044",58,2,0,1,16,6.22455842927536
"47822",32,2,0,2,12,8.70034773451408
"572576",42,1,0,1,7,9.39307850865535
"249606",40,1,0,1,13,9.86500656571785
"481516",39,1,0,1,12,9.60541838719786
"294146",42,2,0,1,14,9.68065645240396
"401779",34,2,0,2,14,8.70034773451408
"118505",43,2,0,1,17,7.97418866928601
"297079",35,2,0,1,12,9.21084024701783
"168299",30,1,0,1,12,8.78032639094661
"294961",49,1,0,1,12,9.68065645240396
"404488",42,1,0,1,14,9.82146371705754
"206022",53,2,0,2,7,8.41294317004244
"199369",54,1,0,1,12,8.05674377497531
"567880",37,1,0,1,12,8.91798070997329
"512655",37,2,0,1,16,9.30610499396056
"385680",35,2,0,1,12,9.19877373560472
"368034",53,1,0,1,17,9.08986621850831
"14988",57,1,0,1,19,8.39049553837028
"296366",53,1,0,1,8,9.19064773863045
"132921",30,2,0,1,12,7.53101633207792
"476523",49,1,0,1,8,8.85437945877111
"116940",53,2,0,2,16,8.70034773451408
"475126",43,1,0,2,9,9.79840477608298
"588764",31,1,0,1,20,9.61613875787447
"411340",51,1,0,2,7,9.90373752129133
"171947",30,1,0,2,16,9.36777137992501
"4990",32,1,0,1,16,10.0434668625896
"310553",47,1,0,1,8,8.81951754060489
"126446",57,1,0,1,8,9.38974100034247
"115186",43,1,0,1,12,9.61613875787447
"131021",34,2,0,1,8,9.21084024701783
"84228",33,1,0,1,12,8.70034773451408
"104854",56,1,0,1,12,10.2221230853096
"570267",31,2,0,1,13,9.80945156060953
"311978",46,1,0,1,12,8.00803284696931
"520528",54,1,0,1,12,9.95251578360348
"599086",50,1,0,1,15,9.30610499396056
"458101",38,2,0,1,12,9.64504060535268
"283670",39,1,0,1,20,6.98933526597456
"513535",33,1,0,1,13,9.8540346688166
"374220",46,1,0,1,8,8.65259782842244
"570135",38,1,0,1,9,6.69084227741856
"167198",35,2,0,1,0,5.45958551414416
"57253",37,2,0,2,12,8.53010941668278
"22943",30,1,0,1,12,9.98529792773369
"460289",46,1,0,1,14,9.26245832623829
"29520",34,1,0,1,15,9.39307850865535
"76151",31,2,0,1,12,9.37543099184177
"298755",35,1,0,1,12,9.39307850865535
"128863",41,2,0,1,16,9.95251578360348
"351080",53,1,0,1,8,6.00388706710654
"399825",33,2,0,1,20,9.75062770589179
"406795",33,2,0,2,12,9.21880445038831
"222705",36,2,0,2,7,4.8283137373023
"140417",38,1,0,1,12,9.82633649334771
"362572",42,2,0,1,16,9.39307850865535
"588008",56,2,0,1,12,9.08193865717166
"462340",38,2,0,1,18,9.71141864428729
"169670",31,1,0,2,6,9.65406419220144
"293750",33,2,0,1,12,8.61884684514274
"481796",33,2,0,1,12,9.21781238681488
"386705",51,2,0,1,20,7.98104975966596
"496470",34,2,0,1,16,9.51819265121735
"294442",30,1,0,1,14,10.4632461874113
"235016",30,1,0,1,12,8.64909826229618
"134828",38,2,0,1,18,9.30610499396056
"547430",31,2,0,1,12,9.17626639164243
"405722",50,1,0,2,12,9.71141864428729
"397900",51,1,0,2,12,1.6094379124341
"222417",35,2,0,1,14,9.85245738142335
"348099",37,2,0,1,14,8.92332474406756
"511907",32,2,0,1,17,8.63141433550626
"210183",35,2,0,2,16,9.47308917788275
"151328",30,1,0,1,12,8.96251983294953
"384213",32,1,0,1,16,9.99902497924519
"506514",49,1,0,1,14,8.88530251298063
"8596",30,2,0,1,17,9.39391114817057
"245107",31,2,0,2,14,9.47308917788275
"217072",51,2,0,2,19,7.69848278788095
"134616",34,1,0,1,17,9.39307850865535
"339296",33,1,0,1,14,9.80339093599784
"131300",51,2,0,1,12,9.79840477608298
"19161",30,2,0,1,15,9.71141864428729
"103561",40,2,0,1,12,9.73536471514199
"155832",32,1,0,1,18,9.64891783153455
"598960",31,1,0,1,16,8.88530251298063
"262615",48,1,0,2,13,9.15429898109256
"458159",31,1,0,1,18,9.90373752129133
"515383",33,1,0,1,12,9.03658204584272
"568391",30,1,0,1,10,9.232590980911
"78493",31,1,0,1,16,9.10553525761006
"243559",30,1,0,2,12,5.72031177660741
"419597",32,2,0,1,18,9.23063307524395
"346004",30,2,0,1,12,9.03658204584272
"259134",30,2,0,1,16,9.0864763847538
"402798",38,2,0,2,15,8.85437945877111
"206239",41,1,0,1,12,8.99900186611174
"103922",33,1,0,2,10,9.78273135140033
"594191",34,1,0,1,6,8.10319175228579
"1555",51,2,0,1,12,8.81951754060489
"74632",30,2,0,1,14,9.5822486965555
"92860",31,1,0,1,16,4.65396035015752
"363498",31,1,0,1,12,7.37462901521894
"105556",35,2,0,1,18,9.85245738142335
"148708",38,1,0,2,7,8.6278397115033
"463238",31,2,0,1,19,6.69084227741856
"411167",41,1,0,2,6,9.47308917788275
"538304",52,2,0,1,17,9.55711648373567
"379056",31,2,0,1,14,9.21084024701783
"489895",36,2,0,1,12,7.60339933974067
"178845",30,2,0,1,12,9.2596066132791
"120747",39,2,0,2,10,7.60339933974067
"185417",34,1,0,1,16,9.68065645240396
"594797",48,2,0,1,16,10.2243021310238
"407525",35,2,0,2,10,9.19877373560472
"219782",30,2,0,1,15,9.16062477973025
"424359",55,1,0,1,12,10.3315292148232
"118959",53,2,0,1,12,9.46691869937663
"87097",31,2,0,1,15,8.55737498104907
"383170",37,1,0,1,20,11.0021831710655
"169079",52,2,0,1,16,9.48227408745982
"423538",30,2,0,1,16,9.59253685314499
"53036",42,1,0,2,7,8.55737498104907
"483308",42,1,0,1,10,9.85245738142335
"44696",30,1,0,2,13,8.61341204915678
"566363",31,2,0,1,12,9.07165285220229
"433879",31,1,0,1,12,9.79840477608298
"522723",38,1,0,1,3,6.4377516497364
"287966",37,1,0,1,20,9.86292594078001
"372202",48,1,0,1,12,8.96251983294953
"39391",45,1,0,1,19,8.25452888193974
"367840",52,1,0,1,9,9.21084024701783
"539937",30,1,0,1,14,8.98782162543081
"542149",33,1,0,1,20,2.70805020110221
"488838",40,2,0,2,18,9.6417980603586
"204730",30,2,0,1,16,8.16194579946869
"286762",52,2,0,2,7,6.55819780281227
"493299",36,1,0,1,8,9.58911921482184
"409474",37,1,0,2,20,10.1292277296976
"391287",36,2,0,1,12,9.40878131065002
"404665",33,2,0,1,12,9.51672152186045
"403661",47,2,0,2,11,9.19877373560472
"599085",48,1,0,1,16,9.21084024701783
"357266",30,1,0,1,8,9.03300635669327
"496338",59,2,0,1,12,9.66491305419138
"106590",34,2,0,1,12,9.7412626974413
"73032",34,1,0,1,16,9.90373752129133
"50725",30,2,0,2,12,8.58391682345914
"119690",58,1,0,1,11,9.90373752129133
"39579",30,2,0,1,12,9.23649532945303
"431452",53,1,0,1,12,6.69084227741856
"363031",49,2,0,1,12,9.66681540099209
"332707",30,1,0,1,16,10.3091193134236
"359237",54,2,0,1,12,9.54716968769421
"140078",57,2,0,1,14,10.341903760784
"597346",36,1,0,1,6,7.24779258176785
"2064",30,1,0,1,16,8.8685540405312
"563914",48,1,0,1,13,9.90373752129133
"343266",31,1,0,1,16,9.79840477608298
"352689",49,1,0,1,12,10.0649684434582
"155371",45,1,0,1,13,9.90373752129133
"584311",38,1,0,1,12,9.50412876285973
"386612",34,1,0,1,16,9.39474309497396
"275117",30,1,0,1,14,9.61613875787447
"598134",38,1,0,1,12,9.90373752129133
"105269",30,1,0,1,12,8.00803284696931
"374823",33,1,0,1,14,9.60001479417802
"339943",33,1,0,1,13,9.50487391937707
"279076",46,1,0,1,12,9.75062770589179
"269606",31,2,0,2,12,8.98782162543081
"548619",45,2,0,1,12,8.92996487470684
"295972",31,2,0,1,9,8.59322787769223
"265392",60,1,0,1,4,8.6699142784339
"155112",30,1,0,2,12,8.96251983294953
"146402",31,2,0,1,12,7.76429600645052
"381015",32,1,0,1,16,9.79840477608298
"136811",43,1,0,1,15,9.39307850865535
"426268",48,1,0,1,16,9.61613875787447
"386643",34,2,0,1,14,9.57741109209704
"220854",33,1,0,2,12,8.63141433550626
"421156",39,1,0,1,7,8.81951754060489
"519934",58,2,0,1,12,9.29880901996379
"133369",41,2,0,2,12,4.74493212836325
"548639",53,1,0,1,9,9.21084024701783
"570200",54,2,0,1,12,9.21084024701783
"293708",53,1,0,1,11,8.73311069763871
"570603",33,1,0,1,15,9.64891783153455
"13621",40,1,0,2,15,9.39307850865535
"430928",32,1,0,1,8,8.70034773451408
"418711",44,2,0,1,12,9.43388384331172
"149079",35,1,0,1,12,7.82604401351897
"142806",35,1,0,1,4,5.97888576490112
"583721",41,1,0,1,8,8.55737498104907
"130605",37,2,0,1,13,9.89217379263586
"308890",53,1,0,1,8,9.30610499396056
"103629",36,2,0,1,12,9.21084024701783
"407617",35,2,0,1,12,8.92332474406756
"521400",37,2,0,1,12,9.31964310686663
"390486",43,1,0,1,20,9.79840477608298
"420327",32,1,0,1,15,9.10553525761006
"303085",50,2,0,1,12,9.47000869797276
"76492",50,2,0,1,18,9.79840477608298
"358096",52,2,0,1,8,8.82394232658524
"306877",30,2,0,1,12,8.81951754060489
"333305",37,2,0,1,18,9.7412626974413
"171145",56,2,0,2,8,8.70034773451408
"318110",34,1,0,1,12,9.73772808404115
"312574",39,2,0,1,12,9.41776096282516
"396966",40,2,0,1,20,11.2252433925184
"547556",47,1,0,1,16,10.2752235079002
"336900",37,2,0,1,11,8.45212119467252
"376603",37,1,0,1,14,9.01857435635423
"116895",48,1,0,1,12,9.33565056294163
"527604",43,1,0,1,16,9.61613875787447
"379169",32,1,0,1,18,9.79840477608298
"477904",33,1,0,1,16,9.40878131065002
"413885",35,1,0,1,12,9.58911921482184
"429166",36,2,0,1,12,9.18039649560311
"366287",32,1,0,1,16,9.29880901996379
"317077",60,1,0,1,5,9.68812614166397
"209932",30,2,0,1,12,9.21084024701783
"536087",32,1,0,1,12,9.71141864428729
"309515",53,2,0,1,9,9.08760760659389
"128388",47,2,0,1,19,10.4632461874113
"585849",30,1,0,1,20,9.79840477608298
"490577",54,1,0,1,18,9.47308917788275
"245293",32,1,0,2,10,6.26339826259162
"310842",54,1,0,1,10,6.0282785202307
"116449",34,1,0,1,6,8.66129353538999
"508331",32,2,0,1,12,9.47308917788275
"288606",32,2,0,2,12,8.85437945877111
"429153",30,2,0,1,16,9.42019602896346
"568068",38,1,0,1,9,9.39307850865535
"234340",56,1,0,2,9,9.10553525761006
"594581",32,1,0,1,19,9.92842403782616
"398635",41,1,0,1,15,10.3730223218842
"413257",38,1,0,1,20,7.86518795418747
"410589",33,1,0,2,10,9.90373752129133
"592086",33,1,0,1,12,8.87416809036397
"95500",51,1,0,1,12,8.19007704971905
"395153",30,2,0,1,18,8.29529885950246
"355783",56,2,0,1,16,9.81219429408974
"106127",56,2,0,1,10,8.47741232140439
"119317",48,1,0,1,12,10.3315292148232
"221907",34,2,0,2,9,7.27586460054653
"117119",33,1,0,1,10,9.39307850865535
"245185",30,1,0,2,12,6.40522845803084
"240853",32,2,0,1,12,9.06009870864564
"385652",34,2,0,2,11,9.15429898109256
"221204",43,1,0,1,16,9.18962733037864
"318451",33,1,0,1,14,9.32411538623503
"540952",36,2,0,1,14,8.92332474406756
"334007",59,2,0,1,13,9.7412626974413
"429775",56,2,0,1,15,9.63135069141981
"411144",34,2,0,1,16,10.7145288736912
"424609",49,1,0,1,12,9.61613875787447
"377892",33,1,0,1,14,9.30610499396056
"330283",45,2,0,1,12,9.80394342219974
"497964",31,2,0,1,14,9.10553525761006
"21562",32,2,0,1,19,9.54716968769421
"312333",35,1,0,1,15,8.28526113406895
"416934",30,1,0,1,10,5.32300997913841
"413995",30,2,0,2,19,9.79840477608298
"461962",44,2,0,1,14,9.49889706183862
"344448",54,2,0,1,12,9.55002173953834
"415306",38,2,0,1,17,9.79283528243253
"250552",58,2,0,1,11,6.69084227741856
"484916",30,2,0,2,12,8.2725706084249
"134437",32,2,0,1,16,9.10553525761006
"156774",36,1,0,2,12,9.35053700246947
"418468",47,2,0,1,12,9.57810361290034
"286364",30,2,0,2,15,9.232590980911
"447750",30,1,0,2,11,8.00803284696931
"528114",30,2,0,1,12,9.21781238681488
"27156",57,1,0,1,12,8.70034773451408
"595224",30,1,0,1,12,8.59507973007331
"414118",30,1,0,1,12,9.93425921120288
"284813",43,2,0,2,12,8.70034773451408
"113579",46,2,0,1,10,9.61613875787447
"225372",34,2,0,2,16,8.51218064959269
"568716",32,1,0,1,12,9.47308917788275
"404414",52,1,0,1,4,9.80945156060953
"197661",52,2,0,2,8,8.00803284696931
"295688",30,1,0,1,12,8.71358200542163
"104021",37,1,0,1,12,9.64891783153455
"595331",44,1,0,1,12,9.92353524783991
"321633",47,1,0,1,12,9.39307850865535
"332318",31,2,0,1,20,9.03777110662491
"401781",30,1,0,2,10,9.10553525761006
"497797",49,1,0,1,14,9.75875075606944
"334220",32,1,0,1,12,9.04487593224865
"495212",32,2,0,1,12,9.30610499396056
"397171",41,2,0,1,16,9.86500656571785
"395408",30,2,0,1,18,9.79840477608298
"244202",31,1,0,2,12,8.96251983294953
"395698",36,1,0,1,16,9.47308917788275
"230867",34,1,0,2,13,9.06009870864564
"216685",31,2,0,1,16,9.54716968769421
"435324",35,1,0,1,16,8.24407127029579
"415701",58,1,0,1,8,8.98782162543081
"202569",34,2,0,1,12,8.36753241686183
"23687",41,1,0,1,10,9.21084024701783
"391137",53,1,0,1,12,8.10922495308995
"588067",31,1,0,1,12,9.5137727545192
"310580",30,2,0,1,12,8.84000106584339
"347282",45,1,0,1,12,9.73536471514199
"359440",54,1,0,1,9,9.21084024701783
"13006",36,1,0,1,13,9.39307850865535
"495196",34,1,0,1,12,9.6107929382608
"51524",31,1,0,2,10,8.081784206935
"144635",35,2,0,1,20,10.6690716669856
"421184",34,2,0,1,17,9.82579624482026
"448529",33,1,0,1,14,8.51819269174932
"598663",40,2,0,1,12,9.50188995595445
"397835",44,2,0,1,16,9.11217612318895
"75446",33,1,0,1,12,9.47308917788275
"375441",50,1,0,1,12,9.6868850617653
"595262",43,1,0,1,8,9.68812614166397
"496250",31,2,0,1,17,9.56836440548421
"150177",42,2,0,1,12,9.66173441197275
"573614",42,1,0,1,12,7.67089483136212
"220948",30,1,0,1,12,8.00803284696931
"518354",51,1,0,1,12,8.70034773451408
"123910",36,2,0,1,20,10.7811414007954
"338550",30,1,0,1,12,9.39307850865535
"571895",38,1,0,1,12,10.2578347894657
"544998",31,1,0,1,14,10.086017420965
"67882",46,2,0,2,12,8.70034773451408
"144378",30,1,0,1,19,9.73418093281967
"115148",52,2,0,1,10,9.60339546000766
"159643",36,2,0,1,12,9.2596066132791
"238986",53,2,0,1,11,8.8963143241848
"552368",50,1,0,1,18,9.47308917788275
"433225",30,1,0,1,18,10.0564232088068
"580851",36,1,0,1,8,9.10553525761006
"309209",50,2,0,1,12,9.35053700246947
"494826",53,2,0,1,9,8.96251983294953
"481170",51,2,0,1,16,9.21084024701783
"281854",30,1,0,1,18,9.64504060535268
"586597",31,1,0,1,12,9.79840477608298
"184472",42,2,0,1,12,9.61613875787447
"492198",30,2,0,1,12,9.39307850865535
"361113",30,1,0,1,12,9.54716968769421
"171439",30,2,0,1,12,9.39057642227912
"14317",30,2,0,1,14,9.95251578360348
"342998",30,1,0,2,15,9.89368971005602
"554834",31,1,0,1,16,10.086017420965
"142028",40,1,0,1,7,8.81951754060489
"296813",50,2,0,1,6,8.74273386733017
"428312",33,1,0,1,12,9.68065645240396
"308650",59,1,0,1,10,8.88253050843362
"377365",48,2,0,1,12,9.89721793952253
"88402",42,1,0,1,16,9.87585938541865
"190379",30,1,0,1,14,9.01249900352419
"494158",39,2,0,1,14,7.30988148582479
"435794",31,1,0,1,16,4.97673374242057
"53879",34,1,0,2,4,8.10319175228579
"404247",42,1,0,1,10,9.10553525761006
"117159",52,2,0,1,15,9.57254997141339
"388146",45,2,0,1,9,7.60339933974067
"128635",30,1,0,1,16,9.95251578360348
"109227",32,2,0,1,12,9.19877373560472
"555214",30,1,0,1,12,9.39307850865535
"331670",34,1,0,1,12,9.2596066132791
"548238",30,2,0,1,12,8.70034773451408
"357715",40,1,0,1,12,7.60339933974067
"597956",58,2,0,1,12,8.00803284696931
"393858",49,1,0,1,18,9.79840477608298
"309198",57,2,0,1,12,9.75062770589179
"245154",58,2,0,1,14,9.92206393810906
"538346",53,2,0,1,12,9.251962046667
"259722",30,1,0,1,20,9.21084024701783
"413495",59,1,0,2,4,9.47308917788275
"220597",32,1,0,1,15,9.39307850865535
"90764",42,1,0,1,10,9.16795465547975
"529452",60,2,0,1,8,8.77261030328074
"345389",47,1,0,1,8,7.60339933974067
"561987",34,2,0,2,12,9.79840477608298
"243207",31,2,0,2,12,9.08307502093031
"448515",30,2,0,1,12,9.29880901996379
"121605",32,2,0,1,13,9.49288426657184
"248424",57,2,0,1,13,9.49514330367712
"130112",40,2,0,1,16,8.96251983294953
"181136",32,1,0,1,20,9.68065645240396
"291499",31,1,0,2,5,9.30610499396056
"40896",32,2,0,1,15,8.9219914105367
"131127",42,1,0,1,14,9.82579624482026
"489271",32,1,0,1,17,6.00388706710654
"17355",39,1,0,2,13,9.96763537235988
"439244",30,2,0,1,16,9.18860587983018
"515585",37,2,0,1,12,9.5959428509881
"402935",37,1,0,1,10,6.91274282049318
"142374",56,2,0,1,16,9.47308917788275
"597825",32,2,0,1,12,9.21084024701783
"181364",57,2,0,1,20,9.63593485137951
"223978",31,1,0,1,16,9.25004173882773
"264804",36,2,0,1,16,8.70034773451408
"344178",51,2,0,1,16,10.2824375549885
"248248",54,2,0,1,11,8.98782162543081
"381650",32,1,0,1,20,7.81399567500279
"486484",54,2,0,1,9,9.39307850865535
"562836",38,2,0,1,16,9.93085949933198
"370473",43,2,0,1,12,9.85245738142335
"564324",30,1,0,1,19,8.70034773451408
"249740",30,2,0,1,16,9.79840477608298
"487812",40,1,0,1,11,9.39307850865535
"7868",49,2,0,1,18,9.39307850865535
"540797",40,2,0,2,20,9.29697667863573
"159759",30,2,0,1,12,9.7412626974413
"62960",33,2,0,2,12,9.38303237979429
"282828",53,2,0,1,16,9.68065645240396
"412235",38,1,0,1,12,9.68065645240396
"79827",45,1,0,1,13,9.21084024701783
"210356",49,2,0,1,12,9.68812614166397
"312808",41,2,0,1,16,9.38303237979429
"115963",30,2,0,1,12,9.35919131870854
"397613",30,2,0,1,12,8.85580599253656
"179597",57,1,0,1,4,9.90373752129133
"262656",52,1,0,1,16,9.96763537235988
"462740",36,1,0,1,19,7.44132038971762
"109069",32,2,0,1,14,9.39307850865535
"324112",32,1,0,1,12,9.30610499396056
"401659",31,2,0,2,16,9.57533064751863
"114069",37,2,0,1,16,9.80945156060953
"313219",60,2,0,1,12,9.04958459309679
"580314",42,1,0,1,12,7.49276030092238
"427935",37,1,0,1,16,10.5967597252842
"187348",31,1,0,1,14,11.0021831710655
"344021",33,2,0,1,17,9.79840477608298
"369394",50,1,0,1,12,9.73240262766816
"373377",59,2,0,1,8,9.75062770589179
"282350",49,2,0,1,16,9.62476522145582
"241248",31,1,0,2,4,8.20111164444276
"7347",34,1,0,1,15,9.79840477608298
"190069",30,1,0,1,13,9.2596066132791
"15875",36,1,0,1,14,8.24407127029579
"65451",48,1,0,2,4,4.00733318523247
"136637",32,2,0,1,12,9.79840477608298
"597827",32,1,0,1,12,9.47308917788275
"347864",31,1,0,1,12,8.98782162543081
"146964",57,1,0,1,16,9.7412626974413
"551118",31,1,0,1,13,9.54716968769421
"218361",34,1,0,1,18,9.92255461525335
"563611",51,2,0,1,4,9.08760760659389
"109580",32,1,0,1,20,9.11657899216171
"84671",39,1,0,2,12,8.98782162543081
"76944",56,1,0,1,11,8.65259782842244
"428398",44,1,0,1,12,7.57814547241947
"52342",49,2,0,2,9,8.08487062913819
"125361",44,2,0,2,16,9.41531995266272
"562164",38,2,0,1,11,9.21084024701783
"37709",33,2,0,1,12,8.86432272251144
"568880",30,1,0,1,17,9.56275625899453
"360199",30,1,0,1,13,7.74283595543075
"297515",55,1,0,1,12,9.14899674173513
"347233",59,1,0,1,10,7.86518795418747
"503447",48,1,0,1,13,10.305446521315
"476740",50,1,0,1,8,6.40522845803084
"119801",40,1,0,1,9,9.61613875787447
"409941",30,1,0,1,14,9.62278109382077
"310087",49,1,0,1,12,9.51081526622672
"401312",54,2,0,1,20,8.28526113406895
"170084",46,1,0,1,18,8.96251983294953
"334318",40,1,0,1,16,6.91274282049318
"225628",44,1,0,1,10,7.24779258176785
"432394",33,1,0,1,20,10.4632461874113
"171199",31,1,0,1,18,9.82579624482026
"355107",31,1,0,1,12,9.37118289709301
"281977",33,2,0,1,12,8.85437945877111
"504185",33,1,0,1,12,9.57533064751863
"515259",32,1,0,1,15,9.5822486965555
"403557",39,2,0,2,11,6.40522845803084
"429649",30,2,0,1,12,8.63319686717254
"186821",48,1,0,1,18,9.38974100034247
"128876",48,1,0,1,16,6.86171134048073
"583964",30,1,0,1,14,7.31654817718298
"561688",49,1,0,2,12,8.51819269174932
"220312",32,1,0,2,10,9.54716968769421
"511373",45,1,0,1,11,9.79840477608298
"131211",30,1,0,1,10,7.31654817718298
"524641",59,1,0,1,13,10.0412910566833
"417183",31,1,0,1,14,9.85245738142335
"111215",30,2,0,1,12,8.86290829511863
"376417",32,1,0,1,8,8.70034773451408
"591080",31,1,0,1,14,10.3334826583876
"311656",42,2,0,1,12,8.96251983294953
"104535",36,2,0,1,16,8.84000106584339
"342142",31,1,0,1,19,9.7412626974413
"284116",30,2,0,2,9,8.13300021858361
"86097",31,2,0,1,13,9.47308917788275
"456841",30,2,0,1,12,9.39307850865535
"534400",45,2,0,1,19,8.11820704940578
"123946",30,1,0,1,16,9.09436819572376
"420931",36,1,0,1,16,8.85437945877111
"361366",43,2,0,1,12,9.2529208195113
"446238",33,1,0,1,11,8.16763571524637
"582452",37,2,0,1,18,9.4258548961259
"299037",30,1,0,1,12,6.00388706710654
"190900",30,2,0,1,16,6.22455842927536
"334740",31,1,0,1,12,8.41294317004244
"33925",55,1,0,1,11,7.60339933974067
"118508",32,2,0,1,17,7.97418866928601
"118667",33,2,0,1,12,8.85437945877111
"267639",32,2,0,1,18,9.62806337747985
"321573",32,1,0,1,12,9.30610499396056
"354730",41,1,0,1,8,9.80945156060953
"297548",51,2,0,1,12,8.36985260351753
"354095",31,2,0,1,12,8.70034773451408
"591168",30,1,0,1,14,9.61613875787447
"27152",42,2,0,1,20,8.41294317004244
"487100",35,2,0,1,12,9.21084024701783
"149272",33,2,0,1,14,9.71141864428729
"179536",39,1,0,1,14,9.08760760659389
"130724",30,1,0,2,17,9.08760760659389
"487276",43,2,0,2,12,9.55002173953834
"541325",30,1,0,1,8,6.14203740558736
"277997",51,2,0,1,7,8.6278397115033
"19304",30,2,0,2,12,8.98782162543081
"480038",31,1,0,1,16,9.91368537751257
