"","age","sex","marital_status","race","edu","wage"
"47166",38,2,1,1,15,8.78032639094661
"27414",48,2,1,1,19,10.126831083853
"50995",38,1,1,1,9,8.41294317004244
"39720",31,1,1,1,12,9.21084024701783
"12492",42,2,1,1,12,8.51819269174932
"20800",40,1,1,1,13,10.0434668625896
"14344",41,2,1,1,12,9.80945156060953
"38081",51,1,1,1,12,9.30610499396056
"13810",58,1,1,1,12,9.14045424451202
"41218",30,2,1,1,8,8.84000106584339
"41241",55,1,1,1,9,8.93656120469339
"14080",34,1,1,1,15,9.99902497924519
"8100",37,2,1,1,10,9.39307850865535
"29593",43,1,1,1,10,9.39307850865535
"32901",43,1,1,1,15,10.2543204649912
"20367",36,1,1,1,12,9.61613875787447
"37101",40,2,1,2,12,8.81951754060489
"23273",58,1,1,1,12,8.36753241686183
"25386",47,2,1,1,12,8.33447155460094
"18261",43,1,1,1,10,9.47308917788275
"17524",36,1,1,1,14,10.0434668625896
"48113",40,2,1,1,8,7.82604401351897
"14227",56,1,1,1,14,9.79840477608298
"12913",48,2,1,1,11,8.82834762005316
"51800",38,2,1,1,12,9.25004173882773
"15991",52,2,1,1,18,9.61613875787447
"39543",54,1,1,1,13,10.443046395125
"16063",32,1,1,1,16,10.126831083853
"27361",37,2,1,1,12,6.69084227741856
"34350",51,2,1,1,13,9.10553525761006
"10834",31,2,1,1,12,8.70034773451408
"33223",36,1,1,1,13,9.39307850865535
"10464",32,1,1,1,17,9.90373752129133
"29515",41,1,1,1,14,10.5967597252842
"49489",36,1,1,1,12,9.62145615159316
"5127",55,1,1,1,12,9.28405540979846
"15315",33,2,1,1,18,8.6699142784339
"54239",46,2,1,1,7,8.70034773451408
"7850",57,1,1,1,20,9.97604074521784
"13266",54,1,1,1,12,10.2162889757809
"30399",41,1,1,1,16,10.5867106518984
"16932",51,1,1,1,7,9.99902497924519
"31311",34,2,1,1,12,9.39307850865535
"14907",31,1,1,1,16,9.79171765169312
"8377",47,2,1,1,14,8.39502555744203
"32191",43,2,1,1,13,9.21084024701783
"36886",48,1,1,1,14,9.95251578360348
"49352",56,1,1,1,10,8.65259782842244
"28806",37,1,1,1,12,9.79840477608298
"46520",42,2,1,1,12,9.21084024701783
"48146",41,1,1,1,14,9.90373752129133
"15199",41,1,1,1,14,10.3736474195761
"11718",38,2,1,1,12,9.26908086699878
"27647",34,2,1,2,12,8.2776661608515
"14992",50,1,1,1,19,11.156321947052
"38404",49,1,1,1,12,9.68065645240396
"18218",41,1,1,1,14,9.32411538623503
"11261",55,2,1,1,11,9.72943174015921
"21341",35,1,1,1,20,10.0152525158669
"45283",41,2,1,1,12,5.41610040220442
"44034",51,1,1,1,12,9.43388384331172
"28206",34,2,1,1,8,7.78530518253986
"3162",57,1,1,1,14,10.5967597252842
"21307",35,2,1,1,12,8.39049553837028
"13355",36,1,1,1,7,9.90373752129133
"17290",34,1,1,1,16,10.3357568633963
"6828",47,1,1,1,12,9.90373752129133
"33024",41,1,1,1,8,9.97604074521784
"25424",48,1,1,1,12,9.47308917788275
"33119",42,2,1,1,12,8.28273588020175
"45991",42,1,1,1,13,9.90373752129133
"34525",44,2,1,1,8,8.25192471380136
"4181",40,1,1,1,12,10.086017420965
"12097",44,1,1,1,4,8.98782162543081
"33770",51,2,1,1,12,8.59137258959049
"12543",32,1,1,1,16,9.68065645240396
"49119",41,1,1,1,16,10.0434668625896
"46783",49,1,1,1,10,8.85437945877111
"37900",47,2,1,1,12,8.89357271862931
"6861",35,1,1,1,12,9.79840477608298
"19371",56,2,1,1,6,7.49831587076698
"46631",34,1,1,1,19,10.0044634698761
"26457",42,2,1,1,12,9.27939990790768
"10257",57,1,1,1,13,10.232251585714
"55157",32,1,1,1,12,9.95251578360348
"37093",30,1,1,1,13,9.81929039373537
"12243",53,2,1,1,14,8.36287583103188
"17200",35,1,1,1,10,9.99902497924519
"5802",49,1,1,1,13,9.86760127397172
"2253",57,2,1,1,12,6.80793494369993
"9655",30,1,1,1,16,9.79840477608298
"39545",43,1,1,1,13,10.5967597252842
"45977",58,1,1,1,8,9.18142636181154
"41514",43,2,1,1,11,8.78186248955894
"27204",38,1,1,1,12,9.41694795465029
"7758",42,1,1,1,12,9.99902497924519
"32449",46,1,1,1,12,10.126831083853
"1848",35,1,1,1,15,9.90373752129133
"21641",33,2,1,1,13,8.98782162543081
"49194",49,1,1,1,8,6.91274282049318
"12826",54,2,1,1,12,8.51819269174932
"47704",36,1,1,1,12,9.62145615159316
"18183",49,1,1,1,15,9.85245738142335
"13757",39,1,1,1,14,10.4342628516097
"28324",44,1,1,1,12,9.47308917788275
"13822",30,2,1,1,13,10.3091193134236
"4996",53,1,1,1,4,9.39307850865535
"8915",49,1,1,2,13,9.25004173882773
"29616",43,2,1,1,12,8.70034773451408
"39594",51,2,1,1,16,9.30610499396056
"27336",36,2,1,1,11,9.7412626974413
"34381",43,1,1,1,16,9.82579624482026
"48216",31,1,1,2,11,9.17003907520266
"15116",48,1,1,1,12,10.1952238953159
"38063",37,2,1,1,12,9.30610499396056
"9071",60,1,1,1,11,10.1850886734219
"35303",55,1,1,1,19,10.2752235079002
"29725",59,1,1,1,12,9.91763697564055
"19197",31,2,1,1,12,9.7412626974413
"39691",43,1,1,1,11,9.79840477608298
"19552",56,1,1,1,16,10.491413096683
"20820",31,2,1,1,10,8.90313563303554
"45281",35,2,1,1,12,8.70034773451408
"3811",58,1,1,1,10,8.70034773451408
"7902",38,2,1,1,12,8.00803284696931
"35541",42,1,1,1,13,9.90373752129133
"9143",46,1,1,1,16,9.90373752129133
"33001",33,1,1,1,18,9.75062770589179
"2187",57,1,1,1,12,9.28405540979846
"51865",53,1,1,1,5,5.72031177660741
"38531",47,1,1,1,12,10.3091193134236
"28759",47,1,1,1,20,10.5585433819734
"11912",34,2,1,1,12,6.05208916892442
"46315",30,2,1,1,16,8.48363640788739
"25385",45,1,1,1,14,9.90373752129133
"22875",51,1,1,1,9,9.80615031964717
"12825",54,1,1,1,16,10.4044143441229
"7567",50,1,1,1,12,8.61341204915678
"55250",37,2,1,2,9,8.98782162543081
"29668",50,2,1,1,17,10.2221230853096
"24458",52,1,1,1,12,9.68065645240396
"55518",31,1,1,1,16,9.35487352270848
"34554",47,2,1,1,8,8.70034773451408
"1561",34,2,1,1,16,8.29529885950246
"28111",32,1,1,1,14,9.29697667863573
"49255",39,1,1,1,12,9.19877373560472
"1274",31,1,1,1,12,10.3736474195761
"42456",59,2,1,1,12,9.54716968769421
"44116",33,1,1,1,5,9.24425859017964
"31461",34,1,1,1,11,9.30610499396056
"12389",58,1,1,1,17,9.6912221193691
"50316",32,1,1,1,18,10.6920585428079
"38062",41,1,1,1,12,9.30610499396056
"49896",39,2,1,1,12,8.51819269174932
"25411",57,1,1,1,12,10.0434668625896
"20894",46,2,1,1,13,9.21183924809992
"46905",36,2,1,1,14,8.60061479955531
"18134",33,1,1,2,14,9.21084024701783
"32601",50,1,1,1,9,9.18245516848665
"33090",34,2,1,2,12,6.62671774924902
"20114",47,1,1,1,16,10.0152525158669
"13011",56,2,1,1,12,7.60339933974067
"37303",33,1,1,1,8,9.54000376666806
"22198",54,1,1,1,8,8.70034773451408
"26429",30,1,1,1,16,9.7412626974413
"4322",35,1,1,1,12,9.39307850865535
"43564",32,2,1,2,14,8.07246736935477
"16936",37,2,1,1,8,7.60339933974067
"40474",51,1,1,1,12,10.1458453227741
"49553",35,1,1,1,12,9.71141864428729
"565",47,2,1,1,12,9.15957325492253
"11182",33,1,1,1,12,9.90373752129133
"45282",43,1,1,1,12,9.68065645240396
"51117",39,2,1,1,12,8.94962474775422
"4977",32,1,1,1,16,9.7412626974413
"26915",42,2,1,1,11,8.41294317004244
"2854",30,1,1,1,11,9.68065645240396
"17237",36,1,1,1,3,8.73953642255968
"52605",41,2,1,1,12,9.13075589263334
"12149",53,1,1,1,11,9.85245738142335
"46975",33,2,1,1,12,8.51819269174932
"12619",46,1,1,1,11,10.3091193134236
"18345",55,1,1,1,12,9.61613875787447
"35882",30,1,1,1,13,9.78047210163958
"36940",37,2,1,1,12,8.70034773451408
"7270",45,2,1,1,12,9.21084024701783
"16307",51,1,1,1,14,9.68812614166397
"54352",51,1,1,1,12,9.39307850865535
"28957",60,1,1,1,9,10.086017420965
"46356",60,1,1,1,12,8.00803284696931
"14468",59,1,1,1,6,8.82394232658524
"28340",37,2,1,1,15,5.27299955856375
"48274",38,1,1,1,20,11.0021831710655
"19668",34,2,1,1,17,9.63593485137951
"37219",40,2,1,1,12,5.78382518232974
"22405",50,2,1,1,18,4.17438726989564
"18062",30,1,1,1,12,7.60339933974067
"10125",41,2,1,1,12,5.97888576490112
"33761",51,1,1,1,16,10.1660441062072
"14332",50,2,1,1,11,8.51819269174932
"10716",38,1,1,1,8,8.29529885950246
"8192",30,1,1,1,20,7.00760061395185
"22657",52,2,1,1,15,8.88253050843362
"5156",39,2,1,1,12,7.23345541862144
"49820",58,1,1,1,12,8.79254961417738
"49492",39,1,1,1,5,9.17003907520266
"2412",43,1,1,1,15,9.79840477608298
"302",44,2,1,1,14,8.43489794868941
"26081",39,1,1,1,17,10.4245110012786
"53886",31,2,1,1,14,8.81951754060489
"41951",41,2,1,1,7,8.70034773451408
"13150",32,1,1,1,6,9.7412626974413
"7978",47,2,1,1,12,8.42398080969406
"12035",35,1,1,1,18,10.2752235079002
"1574",40,1,1,1,14,9.39307850865535
"27248",47,1,1,1,16,10.4283639995248
"46904",37,1,1,1,16,10.227200158772
"39405",53,2,1,2,16,9.68065645240396
"5298",49,1,1,1,14,9.54000376666806
"29624",47,1,1,1,15,9.30610499396056
"37486",43,2,1,1,12,8.57640505104808
"1468",39,2,1,1,12,8.98782162543081
"25895",41,1,1,1,14,9.75062770589179
"27914",56,2,1,1,13,7.38087903556412
"35889",42,1,1,1,12,9.90373752129133
"49425",31,1,1,1,17,10.2243021310238
"39202",37,1,1,1,12,10.086017420965
"14597",39,1,1,1,18,10.2401383446439
"15055",49,1,1,1,16,10.203777313027
"27373",42,2,1,1,16,9.00023643416978
"47011",41,1,1,1,12,9.90373752129133
"13472",56,1,1,1,16,10.2221230853096
"11560",49,1,1,1,12,9.91763697564055
"48045",39,2,1,1,13,7.0343879299155
"25685",38,2,1,1,12,9.5959428509881
"13932",37,2,1,1,18,9.80945156060953
"51797",56,2,1,1,12,8.87975079851313
"25370",39,1,1,1,12,9.29972393311087
"22429",46,1,1,1,12,9.79840477608298
"30488",50,2,1,1,12,9.68812614166397
"22255",39,2,1,1,14,8.70034773451408
"46600",58,1,1,1,12,9.21084024701783
"19780",38,2,1,1,11,8.85437945877111
"28711",48,1,1,1,9,9.39307850865535
"51428",54,2,1,1,12,9.34792603492875
"9214",39,2,1,1,11,9.21084024701783
"6188",40,1,1,1,14,10.7145288736912
"6808",39,2,1,1,12,9.79840477608298
"29422",37,1,1,1,17,10.3091193134236
"32320",47,2,1,1,11,8.78032639094661
"19847",43,1,1,1,16,8.85437945877111
"15825",36,2,1,1,5,9.04014499498007
"47107",50,2,1,1,8,8.81060879571578
"34008",45,1,1,1,12,9.79227662320013
"24012",51,1,1,1,12,9.68065645240396
"52466",47,1,1,1,10,9.34180713471849
"943",37,2,1,1,14,8.9099107267019
"13425",38,2,1,1,12,8.69701161799207
"8113",46,1,1,1,19,9.66491305419138
"9702",44,1,1,1,6,9.79840477608298
"49617",50,2,1,1,12,6.9985096422506
"44258",51,1,1,1,12,9.64891783153455
"12909",31,1,1,1,13,9.79840477608298
"34549",53,2,1,1,15,9.7412626974413
"34996",37,1,1,1,20,10.2401383446439
"23192",44,2,1,1,18,9.8284945734947
"34556",54,1,1,1,11,10.6214492894705
"6629",44,1,1,1,15,9.54716968769421
"17929",32,2,1,1,12,8.82541291508557
"26852",32,2,1,1,12,8.85437945877111
"45101",53,1,1,1,15,5.37063802812766
"19915",38,1,1,1,12,9.93716407889551
"47579",33,1,1,1,16,10.2401383446439
"3",38,2,1,1,9,4.8283137373023
"19281",42,2,1,1,12,8.96251983294953
"52918",42,1,1,1,17,9.68065645240396
"8707",41,2,1,1,13,8.86007342433278
"49689",34,1,1,1,18,10.2401383446439
"41340",60,2,1,1,12,6.95177216439891
"46257",36,1,1,1,12,9.47308917788275
"2795",56,1,1,1,8,9.61613875787447
"10186",35,1,1,1,20,10.6455439377989
"48645",32,1,1,1,13,10.1881024259384
"40068",37,1,1,1,13,9.56626503452421
"2654",49,1,1,1,16,11.2252433925184
"27672",30,2,1,1,12,8.51819269174932
"31691",32,1,1,1,16,9.7412626974413
"24422",43,2,1,1,15,7.31654817718298
"25593",59,1,1,1,16,9.79840477608298
"49874",34,1,1,1,14,9.90373752129133
"13510",53,1,1,1,12,10.1858429634822
"28996",37,1,1,1,20,10.3091193134236
"19638",45,1,1,1,11,10.2318916145078
"24776",45,1,1,1,14,9.68065645240396
"3783",50,1,1,1,13,9.38974100034247
"46614",54,2,1,1,16,5.78382518232974
"27310",38,1,1,1,14,9.39307850865535
"7842",44,2,1,1,12,6.59987049921284
"22705",59,2,1,1,12,9.21084024701783
"5717",50,2,1,1,14,5.32300997913841
"4742",49,2,1,1,10,7.82604401351897
"16886",32,1,1,1,14,9.70473168927875
"15579",59,1,1,1,12,9.75179218928393
"53502",55,1,1,1,10,8.96123778149188
"9774",43,2,1,1,12,9.10553525761006
"43138",36,2,1,1,9,7.97418866928601
"44544",39,2,1,2,14,8.85437945877111
"26520",52,2,1,1,12,7.18916773842032
"42826",38,2,1,1,16,9.54716968769421
"21128",56,1,1,1,13,11.2252433925184
"40629",43,1,1,1,14,9.83868232917001
"51738",56,1,1,1,16,10.3736474195761
"20244",39,2,1,1,12,9.10553525761006
"27652",43,1,1,1,17,10.086017420965
"24600",31,2,1,1,12,8.24407127029579
"38359",60,1,1,1,6,9.90373752129133
"28510",36,1,1,1,12,10.5967597252842
"22147",56,1,1,1,19,11.0349703059369
"9873",44,1,1,1,8,8.41294317004244
"17923",30,2,1,2,13,8.33926198292358
"44319",51,2,1,1,12,9.47308917788275
"46417",33,2,1,1,15,8.98782162543081
"5395",32,2,1,1,12,8.70034773451408
"25276",38,2,1,1,12,9.38974100034247
"53881",58,1,1,1,14,9.2596066132791
"40341",32,1,1,1,14,9.47308917788275
"28126",39,2,1,1,13,9.68065645240396
"19053",60,1,1,1,12,10.1858429634822
"25432",58,1,1,1,12,9.30610499396056
"39770",39,1,1,1,13,9.7412626974413
"4017",35,1,1,1,12,10.3091193134236
"33914",41,2,1,1,7,8.21743853773019
"54361",53,1,1,1,12,10.379876998981
"48197",59,1,1,1,8,9.91763697564055
"20760",45,2,1,1,13,9.35053700246947
"10387",55,2,1,1,12,9.39307850865535
"14435",30,1,1,1,12,9.61613875787447
"49407",43,1,1,2,12,9.95251578360348
"17470",52,1,1,1,13,10.4407116501566
"16657",37,2,1,1,12,8.27001306227379
"32643",44,1,1,1,7,7.60339933974067
"33980",41,1,1,1,18,10.1660441062072
"7861",40,1,1,1,12,9.21084024701783
"30463",38,1,1,1,15,9.61613875787447
"52726",58,2,1,1,10,9.37203396097417
"12070",52,1,1,1,12,10.0174856565895
"52600",54,2,1,1,7,8.36753241686183
"9535",42,1,1,1,16,10.2752235079002
"46511",38,2,1,1,10,8.50613224405681
"50653",53,1,1,1,16,10.126831083853
"13891",56,2,1,1,12,7.60339933974067
"54478",30,1,1,1,19,9.64891783153455
"36269",53,2,1,1,4,9.08760760659389
"49549",51,2,1,1,12,6.00388706710654
"45409",47,1,1,1,16,9.75062770589179
"22461",34,2,1,1,14,8.29529885950246
"28627",36,2,1,1,16,4.31748811353631
"52274",47,2,1,1,12,8.65084957622891
"5207",47,1,1,1,19,9.90373752129133
"8666",40,1,1,1,11,9.7412626974413
"4849",36,1,1,1,6,6.69084227741856
"45446",45,1,1,2,12,9.40713994795079
"25575",35,1,1,1,17,10.7859112148987
"49735",33,1,1,1,12,9.95251578360348
"2115",50,1,1,1,8,9.30610499396056
"41159",50,1,1,1,11,8.98782162543081
"48996",41,2,1,1,12,8.92332474406756
"10189",38,1,1,1,14,10.1660441062072
"23271",60,1,1,1,12,9.71866286552405
"8247",40,2,1,1,11,9.30610499396056
"19839",56,1,1,1,10,9.54716968769421
"1462",43,2,1,1,7,8.29529885950246
"46204",52,1,1,1,14,10.1660441062072
"41299",51,1,1,1,8,7.87283617502572
"25087",31,1,1,1,10,10.109891779846
"53735",60,1,1,1,12,9.47155012409685
"27653",37,2,1,1,12,8.07246736935477
"36548",31,2,1,1,10,8.95480275285097
"5571",59,1,1,2,15,8.51819269174932
"30006",39,2,1,1,14,8.51819269174932
"15545",57,1,1,1,12,9.39307850865535
"6161",36,2,1,1,13,5.54126354515843
"15340",33,2,1,1,11,7.75147531802146
"46143",33,1,1,1,19,10.2221230853096
"43216",41,2,1,1,14,9.21084024701783
"97",35,2,1,1,14,8.96251983294953
"50804",36,1,1,1,12,9.79840477608298
"41738",37,1,1,1,15,10.3091193134236
"22746",53,1,1,1,12,9.61613875787447
"4379",34,2,1,1,12,8.24407127029579
"1536",41,1,1,1,14,9.79729335612972
"54618",46,1,1,2,15,9.00515952103614
"47923",48,2,1,1,7,8.77105991537329
"53872",36,1,1,1,3,9.42504844446929
"36360",58,1,1,1,18,10.0649684434582
"22410",37,2,1,1,20,6.70318811324086
"27505",45,1,1,1,15,10.6455439377989
"35524",52,1,1,1,12,9.91763697564055
"21732",53,2,1,1,12,9.35053700246947
"36373",31,1,1,1,12,9.35053700246947
"20391",56,2,1,1,8,8.85437945877111
"34396",57,1,1,1,5,9.7412626974413
"54927",49,1,1,1,12,9.29880901996379
"32518",54,1,1,1,12,10.3091193134236
"47873",51,2,1,1,12,8.51819269174932
"42471",53,1,1,1,15,9.64891783153455
"52098",34,2,1,2,16,9.39307850865535
"3297",45,1,1,1,11,8.70034773451408
"37231",33,2,1,1,12,8.00803284696931
"22938",55,1,1,1,20,3.55534806148941
"45811",34,1,1,1,15,10.4224301444041
"45066",36,1,1,1,9,7.60339933974067
"27388",40,2,1,1,14,9.7412626974413
"43072",44,1,1,1,12,9.92744818998097
"28878",52,1,1,1,4,10.6455439377989
"35614",58,1,1,2,12,8.61341204915678
"10541",34,1,1,1,15,10.3091193134236
"50115",35,2,1,1,12,7.44132038971762
"12113",34,1,1,1,9,9.5979808951718
"47299",31,2,1,1,19,8.98782162543081
"7905",40,1,1,1,12,9.52112843314244
"50109",30,1,1,1,16,9.72465988499643
"32170",55,2,1,1,12,8.98782162543081
"37438",59,2,1,1,9,4.00733318523247
"14711",37,1,1,1,12,8.51819269174932
"1310",43,1,1,1,12,9.54716968769421
"41040",46,1,1,1,12,10.7537453138058
"10448",43,2,1,1,12,8.29529885950246
"10927",57,1,1,1,12,9.85245738142335
"34239",55,1,1,1,12,10.1907320292569
"30634",55,1,1,1,12,10.3483336173681
"17193",40,2,1,1,12,6.87212810133899
"54483",40,1,1,1,12,10.0259263997287
"39738",52,1,1,1,12,9.84347212012614
"50950",33,2,1,1,13,7.29641326877392
"47312",54,1,1,1,16,10.5188083176316
"20494",31,1,1,1,16,9.21084024701783
"32146",56,1,1,1,20,8.43489794868941
"22026",46,2,1,1,17,9.39307850865535
"28880",52,1,1,1,12,8.33447155460094
"20942",60,2,1,1,14,7.09423484592476
"13781",58,1,1,1,5,7.24779258176785
"49376",46,2,1,1,12,9.15957325492253
"39921",42,1,1,1,13,9.39307850865535
"30020",30,1,1,1,18,10.1300253369184
"16495",55,1,1,1,8,9.30610499396056
"12660",37,1,1,1,16,10.2973860242728
"29476",45,2,1,1,15,6.12029741895095
"216",30,2,1,1,7,6.91274282049318
"18695",50,2,1,1,12,9.79840477608298
"27082",57,1,1,1,11,9.91763697564055
"17594",32,1,1,1,15,9.47308917788275
"201",36,1,1,1,20,9.68065645240396
"643",38,2,1,1,13,8.85437945877111
"22301",36,1,1,1,14,10.1660441062072
"12753",55,1,1,1,12,10.2878992514465
"35359",47,2,1,1,13,10.4977807815434
"41265",35,1,1,1,8,9.54716968769421
"38175",32,1,1,1,6,9.43867044997769
"32395",53,1,1,1,12,9.90373752129133
"18215",42,2,1,1,12,9.47308917788275
"23389",53,1,1,1,5,9.39307850865535
"41085",36,1,1,1,12,9.21084024701783
"52977",49,1,1,1,13,9.62145615159316
"1776",32,1,1,1,13,9.39307850865535
"54348",36,1,1,1,16,10.4632461874113
"29975",39,1,1,1,19,10.3091193134236
"10018",35,2,1,1,12,9.04840950482996
"21613",49,1,1,1,12,9.55002173953834
"27971",39,1,1,1,20,10.4632461874113
"22727",50,1,1,1,13,9.68065645240396
"27818",43,2,1,1,16,9.79840477608298
"28017",45,1,1,1,14,10.3091193134236
"55590",31,1,1,1,16,9.91911480842183
"41427",39,1,1,1,9,9.99902497924519
"22933",43,2,1,1,12,10.086017420965
"53780",59,1,1,1,16,10.7920987153035
"11454",31,1,1,1,14,9.54716968769421
"49944",31,1,1,1,13,9.98068004836603
"7236",34,2,1,1,16,6.69084227741856
"12587",35,1,1,1,12,7.9391588179568
"18682",56,2,1,1,9,8.33206770728955
"41251",57,1,1,1,10,9.90373752129133
"29147",34,1,1,1,15,9.79840477608298
"23953",54,2,1,1,12,8.0245348716057
"53518",30,1,1,1,12,9.68065645240396
"34860",36,1,1,2,8,9.83601138741121
"32623",45,1,1,2,8,7.09423484592476
"37762",46,1,1,1,9,9.87534524658985
"2362",30,2,1,1,11,8.70034773451408
"54380",39,1,1,1,14,9.61613875787447
"38650",31,2,1,2,9,8.70034773451408
"19234",43,1,1,1,12,10.4731951040383
"43263",36,1,1,1,14,10.1660441062072
"3550",34,1,1,1,16,10.4632461874113
"7338",43,1,1,1,11,9.60339546000766
"31409",48,1,1,1,12,9.54215893991605
"41902",35,1,1,1,16,9.51672152186045
"7260",46,1,1,1,15,9.82579624482026
"39611",44,1,1,1,12,8.70034773451408
"39331",43,1,1,1,12,7.49831587076698
"39086",41,1,1,1,12,9.30610499396056
"51529",47,1,1,1,6,9.39307850865535
"42450",56,1,1,1,8,9.47308917788275
"43645",40,2,1,2,16,8.82246957226897
"29497",54,1,1,1,14,10.6483966676547
"22143",43,2,1,1,13,7.60339933974067
"53332",34,1,1,1,12,9.58637666939354
"27765",31,1,1,1,16,10.4632461874113
"18824",31,1,1,1,14,9.85245738142335
"25463",60,1,1,1,15,6.92264389147589
"4854",39,1,1,1,10,10.126831083853
"47608",31,1,1,1,12,9.87173885422155
"40532",36,1,1,2,10,7.44132038971762
"52873",31,1,1,1,11,9.68065645240396
"14671",52,1,1,1,12,9.98621895013359
"9109",30,2,1,1,10,5.16478597392351
"8790",33,2,1,1,17,8.51619269108265
"5076",41,2,1,1,7,7.02553831463852
"37980",51,1,1,1,12,10.086017420965
"41108",39,2,1,1,12,8.98782162543081
"18003",44,2,1,1,12,8.29529885950246
"22356",58,2,1,1,18,9.79840477608298
"39629",33,1,1,1,12,9.68065645240396
"34845",40,2,1,2,14,9.1783335758411
"17055",31,2,1,1,12,9.21084024701783
"13127",36,1,1,1,2,9.39307850865535
"13002",44,2,1,1,12,8.37678103769949
"27240",45,2,1,1,18,9.29880901996379
"8535",55,2,1,1,12,7.9672801789422
"13796",57,1,1,1,12,9.99902497924519
"21514",43,1,1,1,14,9.54716968769421
"6192",31,1,1,1,17,10.3091193134236
"22068",38,1,1,1,17,10.2401383446439
"40470",36,1,1,1,13,9.38890487989243
"51278",56,2,1,1,14,9.79840477608298
"34337",56,2,1,1,12,8.89904843388527
"40476",54,1,1,1,10,9.61613875787447
"51677",41,2,1,1,14,8.29529885950246
"43827",37,2,1,1,12,9.54930948879598
"28617",30,1,1,1,12,9.54716968769421
"35148",36,1,1,1,13,9.39307850865535
"27294",47,1,1,1,16,9.90373752129133
"607",32,1,1,1,14,9.06820060481506
"31665",52,1,1,1,18,9.77820773610937
"52013",47,1,1,1,12,9.32411538623503
"54842",30,2,1,1,11,8.78032639094661
"44857",55,2,1,1,12,8.43489794868941
"41662",31,1,1,1,12,9.39307850865535
"29243",31,1,1,1,12,7.09423484592476
"20782",34,1,1,1,16,9.95251578360348
"17892",50,1,1,2,12,9.5822486965555
"13827",52,2,1,1,14,8.00803284696931
"19361",30,2,1,1,16,9.30610499396056
"28571",34,1,1,1,18,10.6920585428079
"41481",39,1,1,1,16,9.92402520375368
"3288",44,2,1,1,9,8.70034773451408
"23465",49,1,1,1,12,8.13300021858361
"3748",45,1,1,1,19,10.2956985449659
"50156",46,1,1,1,8,9.21084024701783
"33703",31,1,1,1,14,8.85437945877111
"41605",60,1,1,1,12,9.39307850865535
"2483",34,2,1,1,12,9.79840477608298
"26676",37,1,1,1,18,9.7412626974413
"23261",48,1,1,1,12,11.2252433925184
"1869",55,1,1,1,16,10.3091193134236
"27641",42,1,1,1,12,9.79840477608298
"53439",35,2,1,1,12,8.29529885950246
"43373",46,2,1,1,14,7.24779258176785
"52839",53,2,1,1,18,9.39307850865535
"29716",50,1,1,1,12,9.96763537235988
"38342",30,2,1,1,12,8.79558221695643
"16151",54,1,1,1,14,11.2252433925184
"39057",31,2,1,1,13,9.21084024701783
"37896",30,2,1,1,13,7.31654817718298
"46839",36,2,1,1,12,9.77138371190279
"38913",44,2,1,1,12,8.65259782842244
"55466",42,1,1,2,20,9.61613875787447
"6722",33,1,1,1,12,9.21084024701783
"6748",56,1,1,1,12,8.05038445306702
"36113",31,1,1,1,14,9.61613875787447
"7962",58,2,1,1,16,9.65790665610298
"18620",40,1,1,1,9,9.68065645240396
"39197",33,2,1,1,12,7.53101633207792
"48031",31,1,1,1,11,10.0210483412753
"49833",38,1,1,1,12,10.2401383446439
"49753",51,1,1,1,8,9.7412626974413
"9766",40,1,1,1,13,9.55215545300789
"34326",54,2,1,1,16,9.89368971005602
"37357",35,1,1,1,7,8.89082357600438
"35964",49,1,1,2,12,9.97137981857905
"1393",34,1,1,1,16,9.21084024701783
"38994",47,1,1,1,14,9.61946544091583
"25554",53,1,1,1,12,9.30610499396056
"46637",47,2,1,1,12,8.88253050843362
"21870",58,1,1,1,4,8.88253050843362
"29500",43,2,1,1,16,10.2807246391877
"37743",38,2,1,1,12,6.91274282049318
"47997",31,2,1,2,12,10.1660441062072
"18310",31,1,1,1,12,9.7412626974413
"4679",53,1,1,1,13,9.6107929382608
"34027",34,1,1,1,12,9.54716968769421
"51125",43,1,1,1,12,9.79840477608298
"47140",43,1,1,1,14,9.95251578360348
"50676",58,2,1,1,12,9.30610499396056
"39948",35,2,1,1,12,8.85437945877111
"20347",42,1,1,1,19,10.3000800821407
"37278",53,1,1,1,8,8.98782162543081
"2470",53,1,1,1,7,9.39307850865535
"35844",45,2,1,1,12,9.21084024701783
"23711",51,2,1,1,12,7.85360481309784
"16434",41,1,1,1,12,9.61613875787447
"1503",39,1,1,1,20,11.156321947052
"6733",54,1,1,1,9,10.0577096583839
"18375",58,2,1,1,12,6.40522845803084
"29689",48,1,1,1,12,10.7145288736912
"19628",30,1,1,1,8,8.85437945877111
"50068",48,2,1,1,12,8.70034773451408
"51422",59,2,1,1,12,8.65259782842244
"16520",40,1,1,1,12,10.0434668625896
"4390",39,1,1,1,13,8.51819269174932
"53873",33,2,1,1,10,8.54383512236266
"46210",30,1,1,1,20,10.3736474195761
"3778",51,1,1,1,6,9.61613875787447
"18821",50,1,1,1,10,9.61613875787447
"39567",40,1,1,1,9,9.90373752129133
"33290",39,2,1,1,16,9.48835082473123
"45590",30,1,1,1,14,9.58843428328822
"52636",35,1,1,1,12,9.39307850865535
"21487",30,2,1,1,12,8.51819269174932
"43287",41,1,1,1,12,10.2752235079002
"9673",52,1,1,1,12,8.70034773451408
"36979",39,1,1,2,10,8.78032639094661
"2693",53,1,1,1,12,10.0434668625896
"19272",34,2,1,1,12,8.16194579946869
"20982",56,2,1,1,12,9.29880901996379
